red_fighter_name,blue_fighter_name,winner,winner_encoded
Umar Nurmagomedov,Sergey Morozov,Red,1
Victoria Leonardo,Manon Fiorot,Blue,0
Max Holloway,Calvin Kattar,Red,1
Carlos Condit,Matt Brown,Red,1
Santiago Ponzinibbio,Li Jingliang,Blue,0
Joaquin Buckley,Alessio Di Chirico,Blue,0
Punahele Soriano,Dusko Todorovic,Red,1
Wu Yanan,Joselyne Edwards,Blue,0
Carlos Felipe,Justin Tafa,Red,1
David Zawada,Ramazan Emeev,Blue,0
Sarah Moras,Vanessa Melo,Blue,0
Jacob Kilburn,Austin Lingo,Blue,0
Stephen Thompson,Geoff Neal,Red,1
Jose Aldo,Marlon Vera,Red,1
Michel Pereira,Khaos Williams,Red,1
Marlon Moraes,Rob Font,Blue,0
Marcin Tybura,Greg Hardy,Red,1
Anthony Pettis,Alex Morono,Red,1
Sijara Eubanks,Pannie Kianzad,Blue,0
Deron Winn,Antonio Arroyo,Red,1
Gillian Robertson,Taila Santos,Blue,0
Tafon Nchukwi,Jamie Pickett,Red,1
Jimmy Flick,Cody Durden,Red,1
Christos Giagos,Carlton Minus,Red,1
Tony Ferguson,Charles Oliveira,Blue,0
Mackenzie Dern,Virna Jandiroba,Red,1
Kevin Holland,Jacare Souza,Red,1
Junior Dos Santos,Ciryl Gane,Blue,0
Cub Swanson,Daniel Pineda,Red,1
Renato Moicano,Rafael Fiziev,Blue,0
Gavin Tucker,Billy Quarantillo,Red,1
Tecia Pennington,Sam Hughes,Red,1
Chase Hooper,Peter Barrett,Red,1
Jack Hermansson,Marvin Vettori,Blue,0
Ovince Saint Preux,Jamahal Hill,Blue,0
Gabriel Benitez,Justin Jaynes,Red,1
Roman Dolidze,John Allan,Red,1
Matt Wiman,Jordan Leavitt,Blue,0
Louis Smolka,Jose Quinonez,Red,1
Ilia Topuria,Damon Jackson,Red,1
Gian Villante,Jake Collier,Blue,0
Anthony Smith,Devin Clark,Red,1
Miguel Baeza,Takashi Sato,Red,1
Josh Parisian,Parker Porter,Blue,0
Spike Carlyle,Bill Algeo,Blue,0
Ashlee Evans-Smith,Norma Dumont,Blue,0
Jonathan Pearce,Kai Kamaka,Red,1
Martin Day,Anderson Dos Santos,Blue,0
Gina Mazany,Rachael Ostovich,Red,1
Sumudaerji,Malcolm Gordon,Red,1
Luke Sanders,Nate Maness,Blue,0
Deiveson Figueiredo,Alex Perez,Red,1
Valentina Shevchenko,Jennifer Maia,Red,1
Mike Perry,Tim Means,Blue,0
Katlyn Cerminara,Cynthia Calvillo,Red,1
Mauricio Rua,Paul Craig,Blue,0
Brandon Moreno,Brandon Royval,Red,1
Joaquin Buckley,Jordan Wright,Red,1
Antonina Shevchenko,Ariane da Silva,Red,1
Daniel Rodriguez,Nicolas Dalby,Blue,0
Alan Jouban,Jared Gooden,Red,1
Kyle Daukaus,Dustin Stoltzfus,Red,1
Louis Cosce,Sasha Palatnikov,Blue,0
Paul Felder,Rafael Dos Anjos,Blue,0
Abdul Razak Alhassan,Khaos Williams,Blue,0
Ashley Yoder,Miranda Granger,Red,1
Brendan Allen,Sean Strickland,Blue,0
Kay Hansen,Cory McKenna,Blue,0
Randa Markos,Kanako Murata,Blue,0
Geraldo de Freitas,Tony Gravely,Blue,0
Alex Morono,Rhys McKee,Red,1
Don'Tale Mayes,Roque Martinez,Red,1
Thiago Santos,Glover Teixeira,Blue,0
Andrei Arlovski,Tanner Boser,Red,1
Raoni Barcelos,Khalid Taha,Red,1
Giga Chikadze,Jamey Simmons,Red,1
Claudia Gadelha,Yan Xiaonan,Blue,0
Trevin Giles,Bevon Lewis,Red,1
Alexandr Romanov,Marcos Rogerio de Lima,Red,1
Darren Elkins,Eduardo Garagorri,Red,1
Max Griffin,Ramiz Brahimaj,Red,1
Gustavo Lopez,Anthony Birchak,Red,1
Uriah Hall,Anderson Silva,Red,1
Bryce Mitchell,Andre Fili,Red,1
Maurice Greene,Greg Hardy,Blue,0
Kevin Holland,Charlie Ontiveros,Red,1
King Green,Thiago Moises,Blue,0
Chris Gruetzemacher,Alexander Hernandez,Blue,0
Adrian Yanez,Victor Rodriguez,Red,1
Sean Strickland,Jack Marshman,Red,1
Cole Williams,Jason Witt,Blue,0
Dustin Jacoby,Justin Ledet,Red,1
Miles Johns,Kevin Natividad,Red,1
Khabib Nurmagomedov,Justin Gaethje,Red,1
Robert Whittaker,Jared Cannonier,Red,1
Alexander Volkov,Walt Harris,Red,1
Jacob Malkoun,Phil Hawes,Blue,0
Lauren Murphy,Liliya Shakirova,Red,1
Magomed Ankalaev,Ion Cutelaba,Red,1
Stefan Struve,Tai Tuivasa,Blue,0
Nathaniel Wood,Casey Kenney,Blue,0
Alex Oliveira,Shavkat Rakhmonov,Blue,0
Liana Jojua,Miranda Maverick,Blue,0
Joel Alvarez,Alexander Yakovlev,Red,1
Brian Ortega,Chan Sung Jung,Red,1
Katlyn Cerminara,Jessica Andrade,Blue,0
Jimmy Crute,Modestas Bukauskas,Red,1
Claudio Silva,James Krause,Blue,0
Thomas Almeida,Jonathan Martinez,Blue,0
Mateusz Gamrot,Guram Kutateladze,Blue,0
Gillian Robertson,Poliana Botelho,Red,1
JunYong Park,John Phillips,Red,1
Jamie Mullarkey,Fares Ziam,Blue,0
Gadzhimurad Antigulov,Maxim Grishin,Blue,0
Said Nurmagomedov,Mark Striegl,Red,1
Marlon Moraes,Cory Sandhagen,Blue,0
Edson Barboza,Makwan Amirkhani,Red,1
Ben Rothwell,Marcin Tybura,Blue,0
Markus Perez,Dricus Du Plessis,Blue,0
Tom Aspinall,Alan Baudot,Red,1
Youssef Zalal,Ilia Topuria,Blue,0
Tom Breese,KB Bhullar,Red,1
Chris Daukaus,Rodrigo Nascimento,Red,1
Impa Kasanganay,Joaquin Buckley,Blue,0
Ali AlQaisi,Tony Kelley,Blue,0
Giga Chikadze,Omar Morales,Red,1
Tracy Cortez,Stephanie Egger,Red,1
Bruno Silva,Tagir Ulanbekov,Blue,0
Holly Holm,Irene Aldana,Red,1
Yorgan De Castro,Carlos Felipe,Blue,0
Germaine de Randamie,Julianna Pena,Red,1
Kyler Phillips,Cameron Else,Red,1
Dequan Townsend,Dusko Todorovic,Blue,0
Carlos Condit,Court McGee,Red,1
Jordan Williams,Nassourdine Imavov,Blue,0
Loma Lookboonmee,Jinh Yu Frey,Red,1
Casey Kenney,Alatengheili,Red,1
Luigi Vendramini,Jessin Ayari,Red,1
Israel Adesanya,Paulo Costa,Red,1
Dominick Reyes,Jan Blachowicz,Blue,0
Kai Kara-France,Brandon Royval,Blue,0
Ketlen Vieira,Sijara Eubanks,Red,1
Hakeem Dawodu,Zubaira Tukhugov,Red,1
Brad Riddell,Alex Da Silva,Red,1
Diego Sanchez,Jake Matthews,Blue,0
Shane Young,Ludovit Klein,Blue,0
William Knight,Aleksa Camur,Red,1
Juan Espino,Jeff Hughes,Red,1
Khadis Ibragimov,Danilo Marques,Blue,0
Colby Covington,Tyron Woodley,Red,1
Khamzat Chimaev,Gerald Meerschaert,Red,1
Johnny Walker,Ryan Spann,Red,1
Mackenzie Dern,Randa Markos,Red,1
Kevin Holland,Darren Stewart,Red,1
Jordan Espinosa,David Dvorak,Blue,0
Mirsad Bektic,Damon Jackson,Blue,0
Mayra Bueno Silva,Mara Romero Borella,Red,1
Jessica-Rose Clark,Sarah Alpar,Red,1
Darrick Minner,TJ Laramie,Red,1
Journey Newson,Randy Costa,Blue,0
Andre Ewell,Irwin Rivera,Red,1
Tyson Nam,Jerome Rivera,Red,1
Michelle Waterson-Gomez,Angela Hill,Red,1
Ottman Azaitar,Khama Worthy,Red,1
Roxanne Modafferi,Andrea Lee,Red,1
Ed Herman,Mike Rodriguez,Red,1
King Green,Alan Patrick,Red,1
Billy Quarantillo,Kyle Nelson,Red,1
Julia Avila,Sijara Eubanks,Blue,0
Alexandr Romanov,Roque Martinez,Red,1
Brok Weaver,Jalin Turner,Blue,0
Bryan Barberena,Anthony Ivy,Red,1
Sabina Mazo,Justine Kish,Red,1
Alistair Overeem,Augusto Sakai,Red,1
Ovince Saint Preux,Alonzo Menifield,Red,1
Michel Pereira,Zelim Imadaev,Red,1
Andre Muniz,Bartosz Fabinski,Red,1
Brian Kelleher,Ray Rodriguez,Red,1
Viviane Araujo,Montana De La Rosa,Red,1
Cole Smith,Hunter Azure,Blue,0
Anthony Smith,Aleksandar Rakic,Blue,0
Robbie Lawler,Neil Magny,Blue,0
Ji Yeon Kim,Alexa Grasso,Blue,0
Ricardo Lamas,Bill Algeo,Red,1
Maki Pitolo,Impa Kasanganay,Blue,0
Alessio Di Chirico,Zak Cummings,Blue,0
Alex Caceres,Austin Springer,Red,1
Sean Brady,Christian Aguilera,Red,1
Polyana Viana,Emily Whitmire,Red,1
Mallory Martin,Hannah Cifers,Red,1
Pedro Munhoz,Frankie Edgar,Blue,0
Marcin Prachnio,Mike Rodriguez,Blue,0
Austin Hubbard,Joe Solecki,Blue,0
Mariya Agapova,Shana Dobson,Blue,0
Daniel Rodriguez,Dwight Grant,Red,1
Amanda Lemos,Mizuki,Red,1
Ike Villanueva,Jordan Wright,Blue,0
Carlton Minus,Matthew Semelsberger,Blue,0
Stipe Miocic,Daniel Cormier,Red,1
Sean O'Malley,Marlon Vera,Blue,0
Junior Dos Santos,Jairzinho Rozenstruik,Blue,0
Herbert Burns,Daniel Pineda,Blue,0
John Dodson,Merab Dvalishvili,Blue,0
Jim Miller,Vinc Pichel,Blue,0
Felice Herrig,Virna Jandiroba,Blue,0
TJ Brown,Danny Chavez,Blue,0
Ashley Yoder,Livinha Souza,Blue,0
Chris Daukaus,Parker Porter,Red,1
Kai Kamaka,Tony Kelley,Red,1
Derrick Lewis,Aleksei Oleinik,Red,1
Omari Akhmedov,Chris Weidman,Blue,0
Maki Pitolo,Darren Stewart,Blue,0
Yana Santos,Julija Stoliarenko,Red,1
Beneil Dariush,Scott Holtzman,Red,1
Tim Means,Laureano Staropoli,Red,1
Kevin Holland,Joaquin Buckley,Red,1
Nasrat Haqparast,Alexander Munoz,Red,1
Andrew Sanchez,Wellington Turman,Red,1
Gavin Tucker,Justin Jaynes,Red,1
Youssef Zalal,Peter Barrett,Red,1
Irwin Rivera,Ali AlQaisi,Red,1
Derek Brunson,Edmen Shahbazyan,Red,1
Joanne Wood,Jennifer Maia,Blue,0
Vicente Luque,Randy Brown,Red,1
Lando Vannata,King Green,Blue,0
Frankie Saenz,Jonathan Martinez,Blue,0
Johnny Munoz,Nate Maness,Blue,0
Jamall Emmers,Vince Cachero,Red,1
Robert Whittaker,Darren Till,Red,1
Mauricio Rua,Rogerio Nogueira,Red,1
Fabricio Werdum,Alexander Gustafsson,Red,1
Carla Esparza,Marina Rodriguez,Red,1
Paul Craig,Gadzhimurad Antigulov,Red,1
Alex Oliveira,Peter Sobotta,Red,1
Khamzat Chimaev,Rhys McKee,Red,1
Francisco Trinaldo,Jai Herbert,Red,1
Tom Aspinall,Jake Collier,Red,1
Movsar Evloev,Mike Grundy,Red,1
Tanner Boser,Raphael Pessoa,Red,1
Bethe Correia,Pannie Kianzad,Blue,0
Ramazan Emeev,Niklas Stolze,Red,1
Nathaniel Wood,John Castaneda,Red,1
Deiveson Figueiredo,Joseph Benavidez,Red,1
Jack Hermansson,Kelvin Gastelum,Red,1
Marc Diakiese,Rafael Fiziev,Blue,0
Ariane da Silva,Luana Carolina,Red,1
Alexandre Pantoja,Askar Askarov,Blue,0
Roman Dolidze,Khadis Ibragimov,Red,1
Grant Dawson,Nad Narimani,Red,1
Joe Duffy,Joel Alvarez,Blue,0
Brett Johns,Montel Jackson,Red,1
Malcolm Gordon,Amir Albazi,Blue,0
Davi Ramos,Arman Tsarukyan,Blue,0
Carlos Felipe,Serghei Spivac,Blue,0
Calvin Kattar,Dan Ige,Red,1
Tim Elliott,Ryan Benoit,Red,1
Jimmie Rivera,Cody Stamann,Red,1
Molly McCann,Taila Santos,Blue,0
Abdul Razak Alhassan,Mounir Lazzez,Blue,0
John Phillips,Khamzat Chimaev,Blue,0
Ricardo Ramos,Lerone Murphy,Blue,0
Modestas Bukauskas,Andreas Michailidis,Red,1
Jared Gordon,Chris Fishgold,Red,1
Diana Belbita,Liana Jojua,Blue,0
Jack Shore,Aaron Phillips,Red,1
Kamaru Usman,Jorge Masvidal,Red,1
Alexander Volkanovski,Max Holloway,Red,1
Petr Yan,Jose Aldo,Red,1
Jessica Andrade,Rose Namajunas,Blue,0
Amanda Ribas,Paige VanZant,Red,1
Volkan Oezdemir,Jiri Prochazka,Blue,0
Elizeu Zaleski dos Santos,Muslim Salikhov,Blue,0
Makwan Amirkhani,Danny Henry,Red,1
Leonardo Santos,Roman Bogatov,Red,1
Marcin Tybura,Maxim Grishin,Red,1
Raulian Paiva,Zhalgas Zhumagulov,Red,1
Karol Rosa,Vanessa Melo,Red,1
Martin Day,Davey Grant,Blue,0
Dustin Poirier,Dan Hooker,Red,1
Mike Perry,Mickey Gall,Red,1
Gian Villante,Maurice Greene,Blue,0
Brendan Allen,Kyle Daukaus,Red,1
Takashi Sato,Jason Witt,Red,1
Sean Woodson,Julian Erosa,Blue,0
Luis Pena,Khama Worthy,Blue,0
Philipe Lins,Tanner Boser,Blue,0
Kay Hansen,Jinh Yu Frey,Red,1
Jordan Griffin,Youssef Zalal,Blue,0
Curtis Blaydes,Alexander Volkov,Red,1
Josh Emmett,Shane Burgos,Red,1
Raquel Pennington,Marion Reneau,Red,1
Belal Muhammad,Lyman Good,Red,1
Jim Miller,Roosevelt Roberts,Red,1
Clay Guida,King Green,Blue,0
Tecia Pennington,Brianna Fortino,Red,1
Cortney Casey,Gillian Robertson,Blue,0
Frank Camacho,Justin Jaynes,Blue,0
Roxanne Modafferi,Lauren Murphy,Blue,0
Austin Hubbard,Max Rohskopf,Red,1
Jessica Eye,Cynthia Calvillo,Blue,0
Karl Roberson,Marvin Vettori,Blue,0
Charles Rosa,Kevin Aguilar,Red,1
Andre Fili,Charles Jourdain,Red,1
Jordan Espinosa,Mark De La Rosa,Red,1
Mariya Agapova,Hannah Cifers,Red,1
Merab Dvalishvili,Gustavo Lopez,Red,1
Julia Avila,Gina Mazany,Red,1
Tyson Nam,Zarrukh Adashev,Red,1
Anthony Ivy,Christian Aguilera,Blue,0
Amanda Nunes,Felicia Spencer,Red,1
Raphael Assuncao,Cody Garbrandt,Blue,0
Aljamain Sterling,Cory Sandhagen,Red,1
Neil Magny,Anthony Rocco Martin,Red,1
Eddie Wineland,Sean O'Malley,Blue,0
Alex Caceres,Chase Hooper,Red,1
Ian Heinisch,Gerald Meerschaert,Red,1
Cody Stamann,Brian Kelleher,Red,1
Charles Byrd,Maki Pitolo,Blue,0
Jussier Formiga,Alex Perez,Blue,0
Alonzo Menifield,Devin Clark,Blue,0
Evan Dunham,Herbert Burns,Blue,0
Tyron Woodley,Gilbert Burns,Blue,0
Blagoy Ivanov,Augusto Sakai,Blue,0
Billy Quarantillo,Spike Carlyle,Red,1
Roosevelt Roberts,Brok Weaver,Red,1
Mackenzie Dern,Hannah Cifers,Red,1
Katlyn Cerminara,Antonina Shevchenko,Red,1
Daniel Rodriguez,Gabe Green,Red,1
Tim Elliott,Brandon Royval,Blue,0
Louis Smolka,Casey Kenney,Blue,0
Chris Gutierrez,Vince Morales,Red,1
Alistair Overeem,Walt Harris,Red,1
Claudia Gadelha,Angela Hill,Red,1
Dan Ige,Edson Barboza,Red,1
Eryk Anders,Krzysztof Jotko,Blue,0
Song Yadong,Marlon Vera,Red,1
Matt Brown,Miguel Baeza,Blue,0
Anthony Hernandez,Kevin Holland,Blue,0
Giga Chikadze,Irwin Rivera,Red,1
Darren Elkins,Nate Landwehr,Blue,0
Cortney Casey,Mara Romero Borella,Red,1
Rodrigo Nascimento,Don'Tale Mayes,Red,1
Anthony Smith,Glover Teixeira,Blue,0
Ben Rothwell,Ovince Saint Preux,Red,1
Alexander Hernandez,Drew Dober,Blue,0
Ricky Simon,Ray Borg,Red,1
Andrei Arlovski,Philipe Lins,Red,1
Michael Johnson,Thiago Moises,Blue,0
Sijara Eubanks,Sarah Moras,Red,1
Gabriel Benitez,Omar Morales,Blue,0
Hunter Azure,Brian Kelleher,Blue,0
Chase Sherman,Ike Villanueva,Red,1
Tony Ferguson,Justin Gaethje,Blue,0
Henry Cejudo,Dominick Cruz,Red,1
Francis Ngannou,Jairzinho Rozenstruik,Red,1
Jeremy Stephens,Calvin Kattar,Blue,0
Greg Hardy,Yorgan De Castro,Red,1
Anthony Pettis,Donald Cerrone,Red,1
Aleksei Oleinik,Fabricio Werdum,Red,1
Carla Esparza,Michelle Waterson-Gomez,Red,1
Vicente Luque,Niko Price,Red,1
Bryce Mitchell,Charles Rosa,Red,1
Ryan Spann,Sam Alvey,Red,1
Kevin Lee,Charles Oliveira,Blue,0
Demian Maia,Gilbert Burns,Blue,0
Renato Moicano,Damir Hadzovic,Red,1
Johnny Walker,Nikita Krylov,Blue,0
Francisco Trinaldo,John Makdessi,Red,1
Jussier Formiga,Brandon Moreno,Blue,0
Amanda Ribas,Randa Markos,Red,1
Elizeu Zaleski dos Santos,Aleksei Kunchenko,Red,1
Mayra Bueno Silva,Maryna Moroz,Blue,0
Bruno Silva,David Dvorak,Blue,0
Veronica Hardy,Bea Malecki,Blue,0
Israel Adesanya,Yoel Romero,Red,1
Zhang Weili,Joanna Jedrzejczyk,Red,1
Beneil Dariush,Drakkar Klose,Red,1
Neil Magny,Li Jingliang,Red,1
Alex Oliveira,Max Griffin,Red,1
Sean O'Malley,Jose Quinonez,Red,1
Mark Madsen,Austin Hubbard,Red,1
Rodolfo Vieira,Saparbeg Safarov,Red,1
Gerald Meerschaert,Deron Winn,Red,1
Giga Chikadze,Jamall Emmers,Red,1
Batgerel Danaa,Guido Cannetti,Red,1
Joseph Benavidez,Deiveson Figueiredo,Blue,0
Felicia Spencer,Zarah Fairn,Red,1
Ion Cutelaba,Magomed Ankalaev,Blue,0
Megan Anderson,Norma Dumont,Red,1
Grant Dawson,Darrick Minner,Red,1
Gabriel Silva,Kyler Phillips,Blue,0
Brendan Allen,Tom Breese,Red,1
Marcin Tybura,Serghei Spivac,Red,1
Luis Pena,Steve Garcia,Red,1
Jordan Griffin,TJ Brown,Red,1
Aalon Cruz,Spike Carlyle,Blue,0
Sean Brady,Ismail Naurdiev,Red,1
Paul Felder,Dan Hooker,Blue,0
Jimmy Crute,Michal Oleksiejczuk,Red,1
Karolina Kowalkiewicz,Yan Xiaonan,Blue,0
Ben Sosoli,Marcos Rogerio de Lima,Blue,0
Brad Riddell,Magomed Mustafaev,Red,1
Kevin Aguilar,Zubaira Tukhugov,Blue,0
Jalin Turner,Josh Culibao,Red,1
Jake Matthews,Emil Meek,Red,1
Callan Potter,Song Kenan,Blue,0
Kai Kara-France,Tyson Nam,Red,1
Loma Lookboonmee,Angela Hill,Blue,0
Priscila Cachoeira,Shana Dobson,Red,1
Corey Anderson,Jan Blachowicz,Blue,0
Diego Sanchez,Michel Pereira,Red,1
Montana De La Rosa,Mara Romero Borella,Red,1
Brok Weaver,Kazula Vargas,Red,1
Rogerio Bontorin,Ray Borg,Blue,0
Lando Vannata,Yancy Medeiros,Red,1
Tim Means,Daniel Rodriguez,Blue,0
John Dodson,Nathaniel Wood,Red,1
Jim Miller,Scott Holtzman,Blue,0
Devin Clark,Dequan Townsend,Red,1
Casey Kenney,Merab Dvalishvili,Blue,0
Macy Chiasson,Shanna Young,Red,1
Mark De La Rosa,Raulian Paiva,Blue,0
Jon Jones,Dominick Reyes,Red,1
Valentina Shevchenko,Katlyn Cerminara,Red,1
Juan Adams,Justin Tafa,Blue,0
Mirsad Bektic,Dan Ige,Blue,0
Derrick Lewis,Ilir Latifi,Red,1
Trevin Giles,James Krause,Red,1
Lauren Murphy,Andrea Lee,Red,1
Alex Morono,Khaos Williams,Blue,0
Miles Johns,Mario Bautista,Blue,0
Andre Ewell,Jonathan Martinez,Red,1
Austin Lingo,Youssef Zalal,Blue,0
Curtis Blaydes,Junior Dos Santos,Red,1
Rafael Dos Anjos,Michael Chiesa,Blue,0
Jordan Espinosa,Alex Perez,Blue,0
Hannah Cifers,Angela Hill,Blue,0
Jamahal Hill,Darko Stosic,Red,1
Bevon Lewis,Dequan Townsend,Red,1
Arnold Allen,Nik Lentz,Red,1
Justine Kish,Lucie Pudilova,Red,1
Montel Jackson,Felipe Colares,Red,1
Sara McMann,Lina Lansberg,Red,1
Brett Johns,Tony Gravely,Red,1
Herbert Burns,Nate Landwehr,Red,1
Conor McGregor,Donald Cerrone,Red,1
Holly Holm,Raquel Pennington,Red,1
Aleksei Oleinik,Maurice Greene,Red,1
Brian Kelleher,Ode Osbourne,Red,1
Anthony Pettis,Diego Ferreira,Blue,0
Roxanne Modafferi,Maycee Barber,Red,1
Andre Fili,Sodiq Yusuff,Blue,0
Tim Elliott,Askar Askarov,Blue,0
Drew Dober,Nasrat Haqparast,Red,1
Aleksa Camur,Justin Ledet,Red,1
Sabina Mazo,JJ Aldrich,Red,1
Frankie Edgar,Chan Sung Jung,Blue,0
Volkan Oezdemir,Aleksandar Rakic,Red,1
Dooho Choi,Charles Jourdain,Blue,0
Da Woon Jung,Mike Rodriguez,Red,1
JunYong Park,Marc-Andre Barriault,Red,1
Kyung Ho Kang,Pingyuan Liu,Red,1
Ciryl Gane,Tanner Boser,Red,1
SeungWoo Choi,Suman Mokhtarian,Red,1
Dong Hyun Ma,Omar Morales,Blue,0
Alexandre Pantoja,Matt Schnell,Red,1
Raoni Barcelos,Said Nurmagomedov,Red,1
Miranda Granger,Amanda Lemos,Blue,0
Alatengheili,Ryan Benoit,Red,1
Kamaru Usman,Colby Covington,Red,1
Max Holloway,Alexander Volkanovski,Blue,0
Amanda Nunes,Germaine de Randamie,Red,1
Marlon Moraes,Jose Aldo,Red,1
Petr Yan,Urijah Faber,Red,1
Geoff Neal,Mike Perry,Red,1
Ketlen Vieira,Irene Aldana,Blue,0
Ian Heinisch,Omari Akhmedov,Blue,0
Matt Brown,Ben Saunders,Red,1
Chase Hooper,Daniel Teymur,Red,1
Brandon Moreno,Kai Kara-France,Red,1
Jessica Eye,Viviane Araujo,Red,1
Punahele Soriano,Oskar Piechota,Red,1
Alistair Overeem,Jairzinho Rozenstruik,Blue,0
Stefan Struve,Ben Rothwell,Blue,0
Aspen Ladd,Yana Santos,Red,1
Rob Font,Ricky Simon,Red,1
Thiago Alves,Tim Means,Blue,0
Billy Quarantillo,Jacob Kilburn,Red,1
Bryce Mitchell,Matt Sayles,Red,1
Joe Solecki,Matt Wiman,Red,1
Virna Jandiroba,Mallory Martin,Red,1
Makhmud Muradov,Trevor Smith,Red,1
Jan Blachowicz,Jacare Souza,Red,1
Charles Oliveira,Jared Gordon,Red,1
Antonio Arroyo,Andre Muniz,Blue,0
Markus Perez,Wellington Turman,Blue,0
Sergio Moraes,James Krause,Blue,0
Ricardo Ramos,Eduardo Garagorri,Red,1
Francisco Trinaldo,King Green,Red,1
Warlley Alves,Randy Brown,Blue,0
Douglas Silva de Andrade,Renan Barao,Red,1
Ariane da Silva,Isabela de Padua,Red,1
Vanessa Melo,Tracy Cortez,Blue,0
Zabit Magomedsharipov,Calvin Kattar,Red,1
Alexander Volkov,Greg Hardy,Red,1
Zelim Imadaev,Danny Roberts,Blue,0
Khadis Ibragimov,Ed Herman,Blue,0
Ramazan Emeev,Anthony Rocco Martin,Blue,0
Shamil Gamzatov,Klidson Abreu,Red,1
Magomed Ankalaev,Dalcha Lungiambula,Red,1
Rustam Khabilov,Sergey Khandozhko,Red,1
Roman Kopylov,Karl Roberson,Blue,0
Abubakar Nurmagomedov,David Zawada,Blue,0
Alexander Yakovlev,Roosevelt Roberts,Blue,0
Jessica-Rose Clark,Pannie Kianzad,Blue,0
Grigory Popov,Davey Grant,Blue,0
Jorge Masvidal,Nate Diaz,Red,1
Kelvin Gastelum,Darren Till,Blue,0
Stephen Thompson,Vicente Luque,Red,1
Derrick Lewis,Blagoy Ivanov,Red,1
Kevin Lee,Gregor Gillespie,Red,1
Corey Anderson,Johnny Walker,Red,1
Shane Burgos,Makwan Amirkhani,Red,1
Brad Tavares,Edmen Shahbazyan,Blue,0
Andrei Arlovski,Jairzinho Rozenstruik,Blue,0
Katlyn Cerminara,Jennifer Maia,Red,1
Lyman Good,Chance Rencountre,Red,1
Julio Arce,Hakeem Dawodu,Blue,0
Demian Maia,Ben Askren,Red,1
Michael Johnson,Stevie Ray,Blue,0
Frank Camacho,Beneil Dariush,Blue,0
Ciryl Gane,Don'Tale Mayes,Red,1
Muslim Salikhov,Laureano Staropoli,Red,1
Randa Markos,Ashley Yoder,Red,1
Alex White,Rafael Fiziev,Blue,0
Enrique Barzola,Movsar Evloev,Blue,0
Maurice Greene,Sergei Pavlovich,Blue,0
Loma Lookboonmee,Aleksandra Albu,Red,1
Raphael Pessoa,Jeff Hughes,Red,1
Dominick Reyes,Chris Weidman,Red,1
Yair Rodriguez,Jeremy Stephens,Red,1
Joe Lauzon,Jonathan Pearce,Red,1
Maycee Barber,Gillian Robertson,Red,1
Deron Winn,Darren Stewart,Blue,0
Charles Rosa,Manny Bermudez,Red,1
Molly McCann,Diana Belbita,Red,1
Kyle Bochniak,Sean Woodson,Blue,0
Randy Costa,Boston Salmon,Red,1
Court McGee,Sean Brady,Blue,0
Brendan Allen,Kevin Holland,Red,1
Daniel Spitz,Tanner Boser,Blue,0
Joanna Jedrzejczyk,Michelle Waterson-Gomez,Red,1
Cub Swanson,Kron Gracie,Red,1
Niko Price,James Vick,Red,1
Mackenzie Dern,Amanda Ribas,Blue,0
Matt Frevola,Luis Pena,Red,1
Eryk Anders,Gerald Meerschaert,Red,1
Ryan Spann,Devin Clark,Red,1
Mike Davis,Thomas Gifford,Red,1
Max Griffin,Alex Morono,Blue,0
Deiveson Figueiredo,Tim Elliott,Red,1
Marlon Vera,Andre Ewell,Red,1
Miguel Baeza,Hector Aldana,Red,1
Marvin Vettori,Andrew Sanchez,Red,1
JJ Aldrich,Lauren Mueller,Red,1
Robert Whittaker,Israel Adesanya,Blue,0
Al Iaquinta,Dan Hooker,Blue,0
Tai Tuivasa,Serghei Spivac,Blue,0
Luke Jumeau,Dhiego Lima,Blue,0
Justin Tafa,Yorgan De Castro,Blue,0
Jake Matthews,Rostem Akman,Red,1
Callan Potter,Maki Pitolo,Red,1
Brad Riddell,Jamie Mullarkey,Red,1
Megan Anderson,Zarah Fairn,Red,1
Nadia Kassem,Ji Yeon Kim,Blue,0
Jack Hermansson,Jared Cannonier,Blue,0
Mark Madsen,Danilo Belluardo,Red,1
Gunnar Nelson,Gilbert Burns,Blue,0
Ion Cutelaba,Khalil Rountree Jr.,Red,1
Michal Oleksiejczuk,Ovince Saint Preux,Blue,0
Nicolas Dalby,Alex Oliveira,Red,1
Alen Amedovski,John Phillips,Blue,0
Alessio Di Chirico,Makhmud Muradov,Blue,0
Siyar Bahadurzada,Ismail Naurdiev,Blue,0
Brandon Davis,Giga Chikadze,Blue,0
Macy Chiasson,Lina Lansberg,Blue,0
Marc Diakiese,Lando Vannata,Red,1
Jack Shore,Nohelin Hernandez,Red,1
Carla Esparza,Alexa Grasso,Red,1
Irene Aldana,Vanessa Melo,Red,1
Martin Bravo,Steven Peterson,Blue,0
Jose Quinonez,Carlos Huachin,Red,1
Marco Polo Reyes,Kyle Nelson,Blue,0
Ariane Carnelossi,Angela Hill,Blue,0
Sergio Pettis,Tyson Nam,Red,1
Vinicius Moreira,Paul Craig,Blue,0
Sijara Eubanks,Bethe Correia,Blue,0
Claudio Puelles,Marcos Mariano,Red,1
Donald Cerrone,Justin Gaethje,Blue,0
Glover Teixeira,Nikita Krylov,Red,1
Michel Pereira,Tristan Connelly,Blue,0
